text,stars,date,vehicle
Awesome car. Love the ride.,4,02/23/2023,2024 Jeep Wrangler 4xe
"Terrible. Vehicle doesn’t start, been towed on three occasions over the six months I’ve owned it. Expected more from at $70k vehicle! Jeep customer service tells me they know about the issue but don’t have a fix. Won’t compensate me for the fact I can’t use electric mode for the foreseeable future. The 4XE is a waste of money! ",1,02/23/2022,2022 Jeep Wrangler
Great torque for a rubicon off-roader available at all times (even when battery is depleted). 25 miles of EV only range is an added bonus. so fun to drive. ,5,02/21/2023,2024 Jeep Wrangler 4xe
"We were looking for the perfect tow vehicle behind our RV and had decided on a 2-DR Sport S soft top. Neither my wife and I had been interested in Jeeps before. I've been driving it around town for a few days now and am quite surprised by just how much fun it is to drive and live with. I am also fascinated that one could potentially strip this car bare using simple tools, and put it back together any way you want. I think it's an extremely competent vehicle for the money. Very thoughtful engineering throughout, and with a clear mission. Very happy with our purchase so far. Update: it is now my daily driver, and I'm loving it! Perfect for hopping around town, but not something I'd want to do a long trip in. Zero issues, 100% fun.",5,02/18/2022,2022 Jeep Wrangler
"This jeep is perfect for the size that I wanted since trading in my Trax. It also has more power compared to my Trax. The interior is great and comfortable with the leather seats and right now it is winter and snowing so having good heat in the car is wonderful. The safety features are great all around. This Jeep has it all parking assist, lane assist, blind-spot monitoring, etc., and luxury on the inside. The technology that is in my Jeep is everything that I always wanted and more with a 360 camera, 10.1 touchscreen, rain-sensing windshield wipers, auto trunk liftgate. And let's not forget the color is beautiful, normally I get black cars but the crystal granite makes it beautiful with the all-blacked-out tires as well. I had nothing but Chevy and never thought about Jeep and loved my Trax and couldn't think that no other SUV but Chevy could excite me. But my Jeep feels so comfortable and makes me feel like I am ready for a road trip or off-roading adventure. No other car/ SUV can compare to my Jeep. I love my Jeep!",5,02/18/2022,2024 Jeep Compass
Great ride. Well built ,5,02/18/2021,2022 Jeep Wrangler
We love our 2023 Unlimited 4xe. Our daily commute is short so we can recharge with little gas use. Certainly less efficient in cold climates. But again it's a Jeep! We also got the $7500 rebate which was the deciding factor for us. So be happy driving a Jeep people!,5,02/15/2023,2024 Jeep Wrangler 4xe
"I had my trailhawk for a few weeks before I noticed the hood rattling and lifting off the front stops while driving. I had to stop twice to make sure that the hood wasn't going to pop open . I went to the dealer the next day and their tech. looked at it and said that these composite hoods are extremely light and will appear to want to pop open but they won't because the secondary latch will catch it and if that fails, there is a kill switch that will turn the engine off. I don't know which is worse, having the hood pop open or having it pop open and no engine. This stupid design has me wondering who else has noticed this and does it scare the crap out of you like it did me.",2,02/14/2022,2023 Jeep Cherokee
"I purchased the limited edition 80th anniversary Jeep Cherokee because I loved the look, handling and the price was right with factory employee discount. Less than 1500 miles on the vehicle and it's been in twice for service the last two days, today the vehicle won't stay started. I was told last evening that there was a bad relay sensor, which was replaced. This morning the car started, but turned off almost immediately. Not good for a brand new ""showroom"" vehicle. ",3,02/14/2021,2023 Jeep Cherokee
"Don't listen to the engine snobs. The car is perfectly suitable for driving on suburban highways. The new interior is classy, and the overall vibe is definitely more upscale than previous year models. I was skeptical at first, but pleasantly surprised the more I drove. (Note 1: It was my wife's choice; Note 2: I only give 5s if I'm blown away). Six month update - nothing to report. Everything working fine. Took one road trip about 1200 miles, got 30 mpg. All good so far. ",4,02/13/2022,2024 Jeep Compass
"Lots of lux in useful sized, attractive, solid vehicle. 8"" screen is excellent. Stop/start is annoying and could wear out engine prematurely. Seat and steering heat is nice as is backup safety camera and blind spot warning. In and out design is sensible. Space for full size spare is smart. 6 cyl has plenty of power which competition didn't. ",5,01/31/2023,2023 Jeep Cherokee
I have the 2.0 turbo and I get 18 mpg. Love the Jeep but the gas mileage. ,5,01/31/2023,2022 Jeep Wrangler
I have bought several of the Jeeps from Trailblazer to Compass’s and I have one major complaint. It seems the Driver’s side seat trim panel is always popping loose. Had this happen on the last 3 Compass’s I’ve bought. I’m a woman under 150lbs. so have a problem figuring out what causes this ,4,01/30/2024,2024 Jeep Compass
Love it so much! If I listened to reviews I would not have got it! It has a great motor and pickup! It is so comfortable and a wonderful driving experience that is fun! I did not like the cloth interior on the latitude so I opted for the Trailhawk! Heated seats and steering wheel and panoramic roof! So much tech! This is the best vehicle ever and it is so pretty! Get it you won’t regret it!,5,01/30/2022,2024 Jeep Compass
"I learned to drive in a 1954 CJ-3B on our farm. At 2200 lbs our little red jeep was nothing but the bare essentials. A simple 6volt electrical system lit the way. Most everything was mechanical except the lights. 72 Hp whisked you along. I bought the bright yellow 2021 80th edition Wrangler to have a vehicle to pull along behind our RV. I quickly found out it was not my father's jeep. Now grown to about 4000lbs, my jeep is fully loaded with all the tech that we have come to expect in a modern car like Apply play, adaptive cruise control, backup camera and all the rest. With a blast furnace heater, heated steering wheel and seats, it could easily serve as a year around daily driver. I'd guess the heat features were spaced to work on an open topless jeep because they really produce heat. Off the road, the jeep is, well, a jeep. The unstoppable go anywhere vehicle that earned Jeep its reputation. It's comfortable enough to cruise a highway but it's really at home off the road. You have to be careful on the road at higher speeds because it is a high vehicle with an off-the-road suspension that can be a challenge to handle. I don't recommend it for drivers that don't pay 100% attention 100% of the time. That said, it's fun to drive. I like the 2L turbo. It has good low end torque and revs up quickly. It has plenty of grunt when needed. In 6500 miles of driving I have had zero defects and no repairs needed. If you know what you're getting into a jeep can open up a whole new world of joy. No, it's nothing like that CJ-3B but true to the name, it rules off the road and adds a very modern high tech road vehicle to the mix,",5,01/29/2023,2022 Jeep Wrangler
"I owned the car for 3 days before it died. Bought it Friday, Sunday the battery was dead. Towed back to dealer Monday, Dealer replaced battery and said I was good to go. Drove a little throughout the week, went to the office on Thursday, car was dead again on Friday. 110 miles, 1 week old. Towed back to dealer Friday. Saturday - Service says its not the battery, but not sure what it is. Says ""maybe"" they'll get to it Monday, but likely not til Tuesday. And that's just to diagnose it. Who knows how long it'll take to fix and if that will actually fix the issue. I have very little faith in this car at this point. That being said, when it is running, it's awesome. Super comfortable and luxury.",2,01/28/2024,2024 Jeep Grand Cherokee L
"I originally on the Trailhawk 2020. When I turned that in, I purchased a 2024 compass limited with high altitude packaged The 2024 Limited with high altitude package is classy, sharp and basically meets my needs. If I miss anything, it would be the garage door opener and the Pennstar engine however, there is example horsepower under the hood with the 2.0 with turbo and I purchased a garage door opener for my keychain.(problem solved) I do miss my Trailhawk and wish I would’ve bought it outright for the lease however, this 2024 what I need and gets the job done. I am getting about 26 miles to the gallon with the combination of city and Highway all work and back. I also have a2016 Laramie truck which gets 15 miles to the gallon so I’m saving roughly $100 a month and fuel cost with gas is at three dollars per gallon. I paid about $40,000 with destination charges for the 2024 compass Limited high altitude package. With all the features, including the Alpine stereo and panoramic sunroof, I feel like I got a good deal",5,01/27/2024,2024 Jeep Compass
"I've only had this vehicle for 4 days, but each time I drive it I love it more. It's the perfect size, suspension is awesome, stereo is better than I expected for the base model, and it is just pure fun to drive. Handles exceptionally in the snow. With cruise on I've been getting 31-32 mpg, in the winter! Should get really great gas mileage this summer and once it's broken in. ",5,01/25/2024,2024 Jeep Compass
"We traded in our 9 year old Grand Cherokee that we loved for a '23 Grand Cherokee L. The size, the interior finishes, the feel on the road all set this SUV apart from competitors on a test drive. It was a no-brainer. But starting at about 500 miles this car turned into a nightmare. Problem after problem. Auto Start Stop stopped working first, then the suspension was installed incorrectly, then the knocking and engine misfires-- all the lifters, rockers, and several cams were bad... AT 9000 MILES. By 12000 miles my rear differential has gone out. We looked into trading in but because grand Cherokees have AWFUL resale our car has lost about 20k in value in 7 months. Please save yourself the headache and avoid!!!!",1,01/22/2024,2024 Jeep Grand Cherokee L
"Comfortable ride, not bad road noise but some controls are slow to respond, climate controls are easy to use and trouble free, no reliability or recalls, gas mileage quite good,sound system is quite pleasant and easy to adjust, no CD player, I use a portable CD player and it works great.",4,01/20/2024,2023 Jeep Cherokee
"I had positive expectations of this vehicle considering the advertising that it was fit for all weather and terrain. However, the moment it turned a bit cold in the state of Michigan, the car refused to start, and both the foot brake and emergency brake were blocked. I am now left without a vehicle to pick up my two children from daycare or show up to my night shift as a nurse. I will never buy from this company again and I will be informing all my friends and family not to. Unless you live in California or somewhere else where there isn’t a hint of snow, I would not recommend this delusion of a car.",1,01/19/2024,2023 Jeep Renegade
"Bought my 2022 Compass Trailhawk in September 2022 from a Toronto Dodge Dealer. Within 3 weeks with less than 1000 km put on the vehicle after approximately 40 minutes of driving the volume of the radio would fade and eventually no sound would come from the speakers. I turned the vehicle off for about 10 minutes and turned it back on where the volume would come back. After 5 minutes it would again turn off where I couldnt not hear the radio, NAV or bluetooth. I took the vehicle to get looked at by the dealer multiple times where eventually the radio was replaced which didnt fix the issue. Took the vehicle back for a 4th time where I was told ""this is a KNOWN"" issue and the engineers are dealing with it back at Dodge. Basically I was told it is a software issue most likely related to the U Connect. I was then told my file is now closed and for me to contact Dodge/Jeep Home office which I did the same day. The call taker stated he does have other owners with the exact same problem but there is no ETA to when the issue will be resolved. So I am now stuck with a NEW vehicle that does not have sound which makes for a very boring travel into and out of work. Below is a link with other Compass owners with the same issue which has been going on since May 2022 and was never disclosed to me when I purchased the vehicle...... THANKS DODGE/JEEP! https://www.myjeepcompass.com/threads/radio.45969/",1,01/19/2023,2024 Jeep Compass
A beautiful Rubicon packaged to perfection - like it was made just for me!,5,01/18/2021,2022 Jeep Wrangler
"I initially fell in love with this car. The thoughtful luxury interior Is absolutely beautiful. We bought the summit reserve for our large family of five. Our children are teenagers and play lacrosse and travel teams so we needed comfort style and fuel economy. We are moving from a 2002 Hummer H2 gas guzzling rust bucket and family 2012 Honda pilot touring that after 100k needs a new engine to a Honda Accord for my husband’s commute to work. After much research, deliberation and test driving ionic Hyundai, Mustang Mach e GT, Mazda CX-90 and the Grand Cherokee 4xe I decided on the Summit Reserve. Being a plug in electric meant that all my daily needs around town and schools would be met in the electric mode which allowed me to fill the gas tank just once a month if not going on a road trip I loved the fuel economy, and the luxury interior. The two-tone blacktop with blue body was absolutely stunning. Unfortunately early on and driving it it started to reveal that. The technology is not up to par. It started with different glitches in the electrical system error codes, beeps flashings, which sometimes cleared up or sometimes lasted for days the worst of it Was the three instances when while driving the engine turned off! This was incredibly dangerous as I was traveling with the children on a busy highway. The last two times this happened I happened to be alone, it died in the middle of the street and it required a tow back to the dealership where they gave me a loaner. I am beginning the process process with customer care regarding lemon law in New York State. It is an extremely dangerous car the entire program should be recalled.",1,01/17/2024,2023 Jeep Grand Cherokee 4xe
"First of all, I am motivated to chime in on the piano black interior. I love it. It looks high class and holds up way better than the fake plastic in other cars especially old jeeps. It is way better than my BMW 5 I had. Yes, I wipe it down often with the nice cloth provided. It is very satisfying and cleans up perfectly… and yes I have kids and yes I’ve used it for over a year… all is well. Why is everyone so worried about scratching it? What are they doing in there? Yes, dogs probably will scratch it but complaining about piano black scratches while the whole car is covered in hair and probably pee is… typical I guess. Second, I think jeep could do better with sound of the raspy engine. However, I have learned to drive the car to where I almost never hear it and I’m an aggressive driver. It has to do with the when and how you hit the accelerator in connection with the transmission. Not unlike me transitioning from a tundra to a 5 series before… people in 4xe forums say the car will learn your driving style but I think it’s the other way around. That said, this car has nearly 400hp! Smooth freeway drives with a full battery on sport mode are every bit as good as my bmw. Off the line it’s good but that’s where the raspiness can come in. I love to take the muddy way to baseball practice in my jeep and it pulls it off without a problem. Also, when people say this only gets 22mpg or so that is only if you never charge it. This car is built to run on both gas and electric power. I commute 30 miles to work 3x a week and my overall mpg is 30 after charging nightly. This SUV is fantastic, the electric X5 is probably better and it’s bothersome that their price is so close but I want a jeep! This thing is great! ",5,01/16/2024,2023 Jeep Grand Cherokee 4xe
"I am beyond upset! The Jeep Wrangler Unlimited has been on of me dream cars. So finally the High Altitude came out with Sky Touch. I said that’s it I’m buying one! 14,000 miles later, I hear a clicking noise every time I turned. My ball joints were torqued wrong. 56 compared to 70. Told everything is fine and good. 3 weeks later I have a severe death wobble on the highway. Luckily I was not hit by anyone. I finally came to a complete stop. The dealership told me the steering damper needed to be replaced. Yeah ok quick fix but under warranty ok. 1 week later squeaking on right front, now my right shock is bent from the death wobble. Another week later hear grinding, now my rotors need to be replaced. Another week later, there is squeaking in the back while tires are rotating. Well finally a few employees gave me the truth. Since 2020 Chrysler has been pushing vehicle out as fast a possible. Jeeps have become prettier with better features, but take the body off they are [non-permissible content removed] underneath. The cheapest parts you can find on a vehicle. It’s sad because they will ruin there reputation because of the [non-permissible content removed] production. I am still waiting for my vehicle back. ",1,01/14/2023,2022 Jeep Wrangler
I have had this 4xe for a couple weeks and put 1500 miles on it. The exterior and interior are great and the ride is smooth. The engine needs more refinement because when it kicks on it sounds like a diesel . If you are looking at purchasing this SUV I wouldn’t recommend it if you drive to work hwy speeds. The battery would just be extra weight you are hauling around because the battery would be depleted quickly. If you are less than 25 miles from work and don’t go on the Hwy like myself and can charge at work it works out great. ,5,01/14/2023,2023 Jeep Grand Cherokee 4xe
"I love everything about this vehicle, the handling and performance are great.",5, 11/27/2021,2023 Jeep Cherokee
Had this vehicle from brand new back in January 2021...it is now May 2023 and it has 45000 Kilometers on it..absolutely NO issues along the way except 2 cabin filter replacements when being serviced..I have a hairy dog!! Oil changes using synthetic oil are done at the dealership every 8000 kms. I live in Northern Ontario Canada and the Jeep handles beautifully in deep snow and on ice with winter Blizzaks on it....has always started at -35c and warms up quickly with heated seats and steering wheel and a great heater. No issues at all and I thoroughly recommend the Jeep... it has the 6 cyl engine and good gas mileage too...Cheers!!,5, 11/17/2023,2023 Jeep Cherokee
"It was a fun vehicle to drive, until it wasn't. I have owned 2 prior 2 door Wranglers previously. Purchased this one to order, and I received it in September 2020. Now only has 5k miles. It has not been driven off road, just on normal roads. Now all of a sudden, it needs constant correction, to drive STRAIGHT! Yes it was taken to the dealer twice, and the alignment checked, and other tweaks done, to which they didn't believe they fixed the problem. So we brought in Jeep Cares, the hope that they would care about their actual Customer. Especially a customer who has owned multiple Jeep, Dodge, and Chrysler products over the years! So far we are back at the same dealer, who doesn't know what to do with it. Or knows exactly what is wrong, and it has sat on the lot for a week. So we talked to our Jeep Cares Rep, who called the dealer, whose response was to drive it to the other side of the parking lot to sit. So far our confidence has dropped in Jeep. If you want a Wrangler maybe you will get lucky, if you end up with one with a problem good luck! ",1, 08/26/2021,2022 Jeep Wrangler
"I've been one of lucky ones who have already received the new 392. What an absolutely incredible experience! I had an absolute visceral experience the first time I heard my new Jeep and then again the first time I pressed this pedal. Jeep took what was already an incredible vehicle and elevated it. The old saying of 'there is no replacement for displacement' can easily be applied to this Jeep. We loved my wife's 2020 Rubicon so much that when the 392 model came out I had to have it. If you're on the fence, get off and buy this Jeep. This is absolutely the best vehicle Jeep has ever produce. My only complaint is I wish they had upgrade the braking to the same level of the engine, but is nothing that would keep me from buying it.",5, 07/19/2021,2022 Jeep Wrangler
"I am just falling in love more every time I drive this wonder. Not a good gas saver as my 2020 sentra but definitely more fun. Wind noise on highway is not to bad, nice and smooth drive even when passing the train tracks, you don't have to slow down at all, nice! My only complain is the tiny nonsense, I would say ugly infotainment and instrument cluster vehicle information display on the Latitude LUX. It only display info on black and white. And the forward collision warning/stop device not working at all. It just displayed a massage saying sensor blocked, clean windshield. You got a be kidding me ??. Just brand new 2021. Already had an appointment for this issue. UPDATE: 2021 Cherokee latitude lux bought it brand new Dec.2020. with already 75k miles. NO MECHANICAL, ELECTRIC OR TRANSMISSION ISSUES AT ALL. just some issues with forward collision warning alarm at first but fixed by itself soon after. An gives me 30 MPG now just passed 50k miles and virtually no wind noise on highway. WONDER CAR!!! I LOVE IT. ",3, 03/31/2023,2023 Jeep Cherokee
"This is my second Jeep Cherokee. I am totally blown away with this SUV. I love the color, the interior, the v6 the features, I could go on and on. I previously had a 4 cylinder and thought that it was way under powered. I recommend everyone I know to test drive a Jeep Cherokee, they will be hooked as I am. ",5, 03/11/2021,2023 Jeep Cherokee
"This car definitely has its perks. This is the first “SUV” style car I’ve owned and I love the size and visibility out of it. The details in this model are nice. The only things I have noticed that I’m not super fond of is every time I go through the car wash.. I get water leaking in through the top.. NOTE: I’ve never taken the top off and this car is brand new (a month old). But other than that, I love this car!",5, 02/07/2021,2022 Jeep Wrangler
"We have owned it for almost 3 months and it’s a nice ride with enough room for longer road and off road trips, so far it’s been a great vehicle nothing to report that’s out of the ordinary a little road noise from the front tires on the pavement so I don’t have a complaint and after reading some reviews here I think I have a winner made in Detroit, it’s a tech issue sounds like after looking at the fuse box and everything that is electrical on the vehicle it can be a nightmare I’m sure, I’ll post again after I get some more miles on it ",5,01/12/2024,2024 Jeep Grand Cherokee L
"I’ve literally had this car for less than a year, and it’s been nothing but a nightmare! First my car had several recalls, and then my lane departure system continuously malfunctioned within the first few months of ownership. It took 3 months, 4 visits to two different Jeep service departments, 2 module replacements, and a new camera to “fix the issue”. Within months of repair, the lane departure malfunction happened again ???????. Now, not even a year into ownership and with only 7,000 miles on my vehicle, i have to have my transmission replaced due to an internal malfunction. Just when you think it couldn’t get any worse, they have no clue when they will get the transmission or the timeframe for repair. Can you say LEMON!?! I would definitely steer clear of this vehicle until Jeep resolves all the kinks with it!",1,01/11/2024,2023 Jeep Grand Cherokee 4xe
This is my 3rd Renegade and I love it! So cute and quite spacious in my opinion! I have a 4x4 latitude so I have a slight lift on my tires and a nice sounding powerful engine. ,5,02/08/2024,2023 Jeep Renegade
Bought a 2023 Jeep Compass thinking that buying a new car we would not have issues. Turns out that all we have had. Driving down the highway with no other cars around the cruise control randomly shuts off. At night the headlights will change from bright to dim with no on coming traffic. Wipers randomly start and you can shut them off. Engine sounds like it has a miss. When taken to the dealer for support they tell us it is functioning properly. They even told us the wipers and cruise control go off because of a blink sensor. I would not recommend any Jeep product to anyone as they are unsafe and dealers do not know how to asses them for issues. ,1,01/05/2024,2024 Jeep Compass
"I’ve had zero concerns with my Sahara 4xe after 13k miles. It has all the non-drivetrain DIY improvements you can make on all Wranglers. I keep the roof and doors off from May-October and I get about 27 miles of pure electricity on a charge. The engine sounds pretty rough the first 10k, but with the oil change it starts to sound a bit better. Much quieter than my ‘17 Sahara. For long trips it isn’t going to get even decent gas mileage, but for the daily driver you can really cut back on gas consumption. The OEM Bridgestone Duelers tires aren’t anything special and I would recommend getting a more rugged set if you are doing anything more than gravel. The concerns I had when I got it in August ‘22 were reports of the wrangler 4xe suddenly turning off while driving. This turned out to be a decent amount of cars with loose fuses. I checked mine and there were probably 10 or so loose (not good!) about a week after purchase. They’ve stayed in place since then. Another big concern that people would mention was a F.O.R.M. Notification. This meant that the car would not turn off the engine even when the battery was full. This primarily occurred when the gas would start to degrade (I’ve gone more than 5 weeks at a time without filling up even a 1/4 tank), or regular oil service was due and the oil was past prime. Getting the oil service would clear it and expending all but an 1/8 of a tank then refilling it would clear the other FORM notification. ",5,01/04/2024,2024 Jeep Wrangler 4xe
"This is the first brand new SUV I have bought. While I was a bit skeptical about getting brand new, I'm glad I did. There were a couple of glitches in the beginning, like the passenger side mirror didn't close when I locked it and the sensor for the back lift gate didn't register, however after driving it around for a bit those issues seemed to correct themselves. This is not my daily driver, more of a weekend vehicle. I am quite pleased with the features it has, such as the massage seats and the TVs in back can have 2 different shows at once. No grandkids yet but when I do this will be a nice feature. ",5,01/03/2024,2024 Jeep Grand Cherokee L
Love this Jeep! Thankful for the blessing!,5,02/02/2024,2024 Jeep Compass
"Beautiful model couldn’t be happier! Drive smoothly doesn’t feel like I’m driving a truck by any means, but it works beautifully in the snow.",5,02/01/2024,2024 Jeep Compass
"Bought my 4×e and started out loving it,got thru the first few months with no problems,then the trouble began with the hybrid mileage dropping with every update the dealer told me should fix it and the oil and gas refresh mode coming on consistently,the second winter of owning it would not operate in electric mode at all,I was eventually told by the shop foreman he didnt think itvwould be fixed and figured that Jeep had jumped into the Hybrid market without enough research,I was done and sold it as had nothing but problems with.",1,11/12/2023,2024 Jeep Wrangler 4xe
"Don’t buy a Jeep compass. It is one of the worst suv/jeeps out there. Comes with so many problems from transmission, brakes, acceleration. Not to mention engine issues. I bought one and was at the dealership every month. I know so many more people who also had the same problems. This is one of the worst ones to buy. The Jeep wrangler is the only one that’s worth it. People say the compass is so nice because it’s cheep and has a lot of features. If you won’t a headache and constant worry. I guess this car is for you.",1,10/12/2023,2024 Jeep Compass
These vehicles were clearly not ready for production. Tons of recalls and they still can't fix them properly. Market value is plummeting because of it. Beyond that the hybrid system in general is garbage and extremely inefficient. Ford made a better system 10 years ago when the technology was new. Stellantis needs to buy these back.. unacceptable.,1,08/12/2023,2023 Jeep Grand Cherokee 4xe
"Buttery is stop working after 3 weeks.Jeep customer Server is very, very bad .also there’s few technician who can fix this buttery problem . I’m waiting 4 weeks to fix this issue and it’s still is not done.No more Jeep for me",1,03/12/2023,2023 Jeep Grand Cherokee 4xe
"Good vehicle so far no issues, very happy with MPG 27-29 highway and 25 combined. Very quiet for a diesel....",5,01/12/2023,2022 Jeep Wrangler
"Bought a 2022 Grand L ..one week lights on the dash constantly. (Airbag failure, lane assist failure,brake assist failure, hands on wheel constantly, connect issues, on and on) In the shop every other week. Was given a rental for weeks. Dealership can't find issues. Sends me home with it. Knocking and a noise starts at 2000miles. Mostly felt in the pedal and passenger floorboard area. Dealership keeps it for 40 days..nothing. Chrysler and Star says it's fine. Dealership offers a trade for another..we trade and Chrysler pays us compensation for the headache. We get our new 2023 thinking everything is good and we are in the clear. Two days into driving it..lights on. We are at 1900 miles and the knocking in the same place is starting again. There is a feed on the Jeep forum for this issue for several others. They are aware of the problem and are not addressing it. They tell us it's how a Jeep runs when we try and bring it in. Please do not buy this vehicle. I would hate for anyone to have this headache.",1,01/12/2023,2024 Jeep Grand Cherokee L
"Turned in my 2020 Limited X when the lease was up, and decided to go with 2023 4XE simply because the EV tax incentive brought my monthly payments down significantly versus staying with a traditional Limited model. (note: the dealer took the incentive amount off of the sticker price but I understand that is not the case with all dealerships!) Not one month into leasing, my engine light comes on and my roof begins to leak inside the car after a rain storm. Brought it back to the dealership - after 10 days they said they couldn't find the problem with the roof and said my coolant was low which is what caused the light to go on. Shortly after picking my car up from repair I experienced a random down-shift one day while driving to work, which was extremely dangerous given I was on an expressway. The only way I could get back to driving was to turn it off and restart it! Last night we had another heavy rainstorm in the Northeast. Surprise.. it was also raining in my car again. Called the dealership and will now need to bring it back to be looked at again. Unbelievable. My 2020 Limited X was so reliable, well-made, and I never had one single issue with it in the 42 months I leased it. I can't believe Jeep has a $60K+ tag on this particular vehicle because it's quality so far doesn't match up with that number. My sister drives a 2022 base model Compass and has had nothing but an amazing owner experience this far. Pros and Cons to Jeep Grand Cherokee xe (based on under two months in my possession) Pros : Sleek interior Nicely upgraded technology Beautiful exterior Comfortable cabin Quiet driving experience in electric mode Cons: Loud 4 cyl engine, esp when battery charge runs out Sluggish Experience of leaking roof, engine light, and near stall Key fob not always reliable Longer front hood with no front park sense feature If I could go back to two months ago, I would have chosen a different vehicle. If you are thinking about getting this car, I would urge you to reconsider and do more research on it and the broader EV/hybrid market. ",2,12/11/2023,2023 Jeep Grand Cherokee 4xe
"Likes: Customer service & Vehicle service, Moonroof, All Leather seats, warranty, the large screen, Lane assistance, parking assistance, Brake assistance, and more... Dislikes: 6k plus miles, no tow package. Conclusion: Best deal!!! Beats all deals from other dealers as of this post in Aurora, CO that I visited.",5,10/11/2023,2024 Jeep Grand Cherokee L
"This car is well equipped, perfect sizé and is extremely dependable",5,09/11/2023,2024 Jeep Compass
"We have owned many Jeeps over the years. My favorite is our 2020 Rubicon unlimited. Anyways we purchased a new 2023 Jeep Compass Latitude Lux 2 weeks ago. A week into ownership it throws a service transmission code. I took it in to the dealership to have it repaired. They said it's a bad transmission control module. They ordered a replacement, which Chrysler cancelled. Told them to reinstall the original TCM and drive it 40 miles. If it doesn't throw the code again, give it back to customer. I'm sorry but this is not acceptable. I will not trust this vehicle anymore. Only 280 miles on it. This vehicle was purchased as a daily driver and for long trips to save fuel. Needless to say we will not drive it on long trips, since it can't be trusted. The TCM should have been replaced. Instead it's all about Chrysler saving money by not repairing vehicle properly.",3,08/11/2023,2024 Jeep Compass
"Once again, electric range is great for our needs. We've filled this car 3 times in the last 7 months. Unfortunately, the issues reported below persist and new ones have appeared - all with the infotainment system. I recently had all of the software updated, but it didn't eliminate the issues: 1) occasionally a VERY loud buzzing sound and *boom* - the entire system reboots. 2) Sometimes when parking and getting back in after just a few minutes, the system 'loads' for several minutes. Other times, everything is fine. 3) After the software updates the blinker speed is now about 1/3 normal. Apparently this requires a Stellantis tech to reprogram it and my dealer isn't making this a priority 4) The TPMS issue is apparently a big one and there is a STAR case open to resolve it 5) Occasionally the heads-up info configuration changes. This gets fixed when restarting the car. So...while the driving and comfort is still nice, these nagging issues significantly take away from the ownership experience. I have a hard time being okay with these (and the lack of fixes/updates) on a $75K vehicle and think back to my tech-heavy X5 which was a much more satisfying experience. At this price point I will switch from Jeep unless they make big improvements in this area. Update 2/2/23: *** After owning the GC 4xe for 6 weeks I'm pleased to find the electric range still meets our needs. With normal driving I can get 26-28 miles from the battery. We put around 700 miles on 1/2 tank of gas and have still not filled up :) After living with it a while here are my biggest complaints...the 4 cyl engine is NOT refined. It's quite loud and thrashy and is very noticeable when it kicks on. Once cruising at highway speeds its fine though. The car assigns profiles to the memory seat 1 and 2 positions. When switching a profile it switches everything: map destinations, seats, radio presets, etc... Unfortunately this effectively reboots everything. That means the widgets reload, the TomTom map restarts, the stereo restarts, etc... which takes several minutes! Imagine driving somewhere with navigation, hitting the memory seat button, and everything reboots...not good! I'd like to save all settings and only have the seat readjust with button #2. From what I can tell, not possible. Still getting the TPMS fault on startup which requires adjusting the cluster screen. The HVAC system seems to trigger on at a high (and loud) setting...would like to see more subtle management of the automatic climate control. Most of those items are annoyances that I can adapt to but as mentioned below, not what I would expect to deal with on a $75K vehicle. So my biggest complaint remains the luxury pricing without the luxury experience. Loaded with options, this is an excellent $60-65K vehicle. **** I bought a 2015 GC Summit for $48K, so the idea of a $75K Overland was difficult to say the least. This is BMW/Mercedes/Land Rover territory. In fact I came from a loaded X5 that I really enjoyed but was leery of owning out of warranty. I drove the standard GC and the powertrain is just too outdated, couldn't compete with the twin turbo V6 in the X5. The Jeeps 375 HP PHEV powertrain made it compelling though. With a true 25 miles of electric range the GC meets our needs for daily driving on electric. Stomp the pedal and it scoots close to X5 performance. The interior is luxurious but a bit buggy. I assume this will improve with software updates. Seats are very comfortable, McIntosh is great, and the overall tech is great. I thought the night vision was gimmicky until testing it on a dark street and it highlighted a person walking that I couldn't see. Definitely has value in certain situations! Several weird things though like the passenger screen can control FM stations but not Sirius, the TPMS system faults at startup until you start driving. Not a big deal but the warning message stays up so I have to cycle through cluster screens to get back to the right view. The heads up display nav instructions are tiny. It's hard to read street names and the text cuts off. They should have designed the HUD like BMW as one big screen instead of assigning content to small quadrants of the HUD. Massage and seat cooling works very well. Adaptive cruise and lane keeping is solid. Quiet ride with excellent suspension. So far I'm enjoying the GC and got this on a lease since they were including the full EV credit to reduce the cap cost. Take away the credit and I'd likely go for the X5 PHEV if it was a dollar for dollar comparison. Why? Feature-wise it compares well against the luxury brands, has off-road capability, and includes 3 years of maintenance. Overall I feel the GC 4xe is very good at a discount. Jeep really needs to rein in the sticker price or up the ante with what they offer though. For example, the Pentastar V6 is an old powertrain...why not offer the new Hurricane 6? Why is the destination charge hundreds more than other makes when this is coming from Detroit? Why only a 3 year warranty when luxury makes are 4 or even 5 years? Why do I only get a 3 month 'trial' of connected services on a $75K vehicle? If Jeep wants play at this price point they need to up the offering. I jumped on this car in 2015 for $48K and hesitantly got this 2022 at a discount. Though I'm enjoying the GC this is priced squarely in luxury territory and faces serious competition.",4,07/11/2023,2023 Jeep Grand Cherokee 4xe
