Review,Stars
"My 2013 Grand Cherokee has a rear window leak that runs down the inside window into the wiper unit. Jeep would only cover it under the ""basic"" warranty (3 yrs/36K). Even with my extended ""Lifetime"" warranty, they would not cover the leak as I am past the 36k. We have 9 cars and I have NEVER know a front or rear window too loose. It's seal. REALLY JEEP?? With the recalls on both my Grand and '07 Wrangler, I will never buy another Jeep or related product. Not made like they used to be!",1.0
"I bought my Cherokee brand new from Heritage Dodge/Jeep/Chrysler/Fiat of Owings Mills, MD. For the last 10 months, my vehicle has been shutting off while driving. In addition to shutting off while in motion, it is very jerky, hesitant, my 4x4 system has failed out of nowhere, and both the dealer and manufacturer have no idea, nor care to, fix it. My car is still under warranty with less than 35,000 miles. FCA customer service is a joke. I had to escalate to a manager with a certified letter with hopes to getting results before I sue the company in totality for selling a vehicle with known issues. I should have done more research before purchasing this vehicle because I see nothing but horror stories. A class action lawsuit needs to be filed against this manufacturer for putting customers' lives at risk.",1.0
"In June of this year I purchased a 2015 Jeep Cherokee latitude. Four months into purchase I was on the side of the road. In rush hour traffic I found myself not going anywhere. The engine light came on and the 4x4 displayed a temporary unavailable light. As I sat on the side of the road crying I was helpless. I managed to get to a parking lot escorted by roadside assistance. The jeep was towed to Jeep, where it remains. The frustrating part, is I don't have a car. My car is my way to get my son to school and myself to work. I am a case manager so my car is heavily relied on for my job, my income. The dealership is charging me 120.00 just to figure out what's wrong, but it's obvious a transmission issue. So that is 120.00 dollars I don't have. Being a single mother that is a lot of money. It's frustrating beyond words. I can only hope my review helps someone else.",1.0
"Bought 2014 Jeep Cherokee latitude May 2014 with 7 miles on it. It has been to the shop 16 times. I started at Ward Chrysler in Carbondale. They saw it so many times they refused to see it any more. I then went on to 3 more dealerships. When my car had 100 miles on it, it started shifting irregularly. I took it to the shop, ""Recall Fix"". This happened 5 more times within a few months. They replaced over a dozen parts all the way up to a complete wiring overhaul. This still didn't work correctly. I was then driving with my family on the interstate and it completely stalled causing us almost to be hit by a semi truck. 
      I then called Jeep to request a case manager to finally get it fixed. They got it in the shop and the shop fixed more recall issues. I got it back and it completely stalled again. Jeep closed my case and nothing was done. I called back and got a new case started. Jeep recommend a new dealership with a better service department. I took it to them and they stated it need to be seen by a specialist, that would call us in a few weeks time. That ""Few weeks time"" turned out to be a lie that threw us out of our lemon law time frame. I called back in a few weeks asking what happened, the case was closed and there was no intention of calling me back. I opened a new case. They fixed a module in the console. They closed the case while jeep was still in shop, I got it back and it still wasn't fixed. At this time I opened a formal complaint with Illinois Attorney General in November 2015. In February 2015 my car was taken in and not returned until June 22. I was offered a rental car the last two weeks of this since I had to go out of state on work. The Illinois Attorney General has tried to contact Jeep/Chrysler more than a dozen times with only one reply. The reply stated that my vehicle was fixed in February 2016 for a wiring harness. All completely inaccurate info. The attorney has reached out a dozen more times to cite a correction and Jeep and Chrysler REFUSE to speak to him. My vehicle has been sitting in my driveway undriveable for more than 12 months of its 24 month life and 9 months of its life it has been at the shop - literally 9 months in their parking lot being worked on. DO NOT BUY a 2014 Jeep or any other Jeep or Chrysler product. If you run into issues, it is all on you.",1.0
"I've had my 2015 JEEP LATITUDE for 15 months. I leased it brand new MAR 2015, Jacksonville Chrysler Jeep. Wanted something with a rear cargo area but 2nd set of seats, low payment and low residual, and shot for 25mpg. I planned on taking it into retirement in next year. From the beginning I noticed what I called an ""inefficient' transmission"", never seemed to decrease RPMS commensurate with the speed. A BIT ""jerky"" but thought it was a quirk of the model or brand. I drove to Ft. Lauderdale, FL last week, 290 miles each direction. Typical feel of the drive all the way down. NO problems. Coming back on a SUN, about 25 mins. into the trip, the SERVICE TRANSMISSION light came on. Called the dealership back in Jacksonville, no service people on duty, talked to a sales ""type"" manager. He said it would be okay.
      I hit driving rain around an hour into my drive. Everybody came down to about 5 miles an hour. When I went to accelerate, NOTHING. It was barely responding. I hit the hazard light and it was ""pedal to the metal"" and eased over SCARILY SLOWLY to the outer lane. It took awhile but I finally got it up to a normal cruising speed. Dropped back, accelerated. Dropped back accelerated. Seemed to be okay--I thought. I stayed the speed limit. Then I had to come to another stop for traffic again. Barely responding. Hit the hazards again, moved over again, pedal to the metal, I finally got it back up to speed. Called the dealership, from the car. Asked ""what in the hell was going on"". He told me to stop somewhere, turn the car off, shut it all down. Start it back up again. How strange! So I'm driving, normal rate of speed wondering whether I DARE to come to a stop and it not start up again. I googled dealerships along the way. I needed to go to work on MON, had a cargo load of ""product"" in the back and really couldn't afford time and no budget to be stuck somewhere overnight, waiting for a dealership to open on MON. I kept going after I called the dealership again. This time the yellow transmission light come on. Pushed through until I HAD to stop for GAS. Got off the ramp, got up to the stoplight. Light changed, car would NOT BUDGE. Hit the hazards, flagged the 2 cars behind me, passed me. Turned off the car, waited for about 10 seconds, turned it back on again. Hit the gas, accelerated perfectly. Pulled into the gas station, started it back up, accelerated perfectly leaving. Got back on the road. Didn't stop again until within 40 miles of home. Came to a dead stop due to an accident. Car would barely budge--again... Turned the car off, turned it back on. It accelerated. Stopped again, wouldn't accelerate, turned it off and booted it--3 more times getting off the road and onto the shoulder riding with the hazards flashing to the nearest exit. Did this 4 or 5 more stops to GET HOME! It was nerve wracking. Apparently every time it came to a stop ""the transmission"" forgot how to work--or ""something"". Got home, backed the car into the driveway, and woke up MON morning and it was towed away on a flat bed. This is day 4. They say they have it fixed. It was obvious they didn't know what was going on until late TUES. We'll see.I figure I would start DOCUMENTING this situation. I've asked for detailed logs of what they did. I called an attorney to ask about Florida's ""lemon law"". Making notes. Lots. If any of this helps anyone else, feel free to use it. If we are able to ""update"" these entries, I will do that as well after I get it back tomorrow and enter the SPECIFICS from the work orders. Keeping my fingers crossed but from some of the stuff I've read about Jeep Cherokees, I have very guarded optimism. P.S. I left on the trip with about 10,600 on the odometer. It was about 15 miles over 11,000 when all this crap started happening.",3.0
"DO NOT BUY A JEEP! I bought my Jeep 15 months ago - within that 15 months my 2014 Jeep Cherokee has been in the shop 12 TIMES!!! That is about once every month! It has needed a new exhaust within a month of owning it, a new belt, new PRNDL module and lots more! AND to top it off so many recalls. I contacted Jeep about all these issues I have been having and it is like talking to a wall! They are extremely rude and could care less. We have been playing phone tag. When I do talk to them they just say we will get back to you in 24 hours...! I have asked multiple times to talk to a supervisor and they say this will put in for one to call me. I have yet to talk to a supervisor (and this has been going on for over 4 months now...) So if you like to take your brand new car into the dealer every month and deal with awful customer service then buy a JEEP! If not - I TOTALLY recommend finding a different vehicle!",1.0
Purchased a brand new 2015 Jeep Cherokee Latitude October 2015. The transmission never seemed right like the shift points were wrong. Now after recall computer flash done by the dealer the transmission slips and is getting worse. Informed that I need a new transmission at 11thousand miles. Dealer laughed when I asked about trade in. Showed me how the Kelly Blue Book Value was less than half of what I paid a year ago... Jeep needs to buy these lemons back! Can't believe they have gotten away this long.,1.0
"I bought a 2014 Jeep Cherokee Trailhawk in August 2014. This was a Certified Pre-Owned Jeep with 7,000 miles on it for $25,999. The going price $39,999. Little did I know Eastchester Chrysler in the Bronx, NY sold me a defective Jeep. My Jeep has been in the dealership repairs about 8-10 times. 4 times on a flatbed. Problem with the Jeep. My dashboard light goes off and on until the battery is completely dead. When the flatbed came to they had to give it a little charge just to move it in the position it was in. When he put the jumper cables on my Jeep I had to hurry up and get the break of in order to get it on the flatbed. First time my Jeep was taken to the dealership all they did was charged the battery. Second time they replaced the battery. All the other times they would keep the Jeep a few days then tell me to come the Jeep because there is nothing wrong with it. Guess where my Jeep is today? In the Chrysler shop. 
      I have a case number with the Corp Management to no avail, they are a joke. As big as Chrysler is they should be ashamed ripping off the consumer with those problem cars. With all the complaints on the Web why is it that BBB or ConsumerAffairs have a class action lawsuit with Chrysler Jeeps. Health wise every time I go to my Jeep my heart starts racing of fear that the car will not start. What I am looking for a settlement by giving me back my down payment and monies which went to the bank each month. I do not want a replacement Jeep Right now. I have a loaner and you would not believe what make car it is. Chrysler 200 2016 and it feels like the Transmission is pulling as if it going to cut off. I want to know why is it taking ConsumerAffairs & BBB so long to go after Chrysler? Why? By now these complaint should have hit the media instead of them talking about Kanye, & Kim, Taylor Swift & Beyonce etc.",1.0
"My daughter leased a 2014 Jeep Cherokee Trail Hawk new. Twice while traveling on two interstate highways the Jeep's automatic transmission suddenly and without warning failed. The result... she was left stranded on the side of the highway in the middle of the night for several hours waiting for an authorized tow truck. The Jeep was towed to our Jeep dealer and we were informed that the computer module controlling the transmission failed. The second time the transmission failed occurred during rush hour traffic on route 95 on the Connecticut/New York state line (one of the most dangerous roads in the country). She had to move suddenly across three lanes from the left lane to the breakdown lane without power by rolling across the path of 16 wheelers traveling at high speed. 
      She was again stuck dangerously just barely off the side of the road waiting for a tow truck. Fortunately the tow truck operator knew how much danger she was in and made the proper calls to expedite service. The car is now in another Jeep dealership waiting for a replacement module again for the same issue. In each case the dealerships were professional and were very attentive. I can't ask her to get behind the wheel knowing this could easily happen again with, perhaps, fatal results.",1.0
"2015 Jeep Cherokee limited (limited, how about elimination)! Where do I start? Ok, ready.... 
      1. A beeping sound that will not go off triggered by back up alarm. It will not go off once engaged....try for hours and hours. I recorded it and sent it to friends. They now put me on their spam list. 2. 7 or 8 recalls in 1 year of ownership, really? I now hang out with the serviceman at the dealership on Fridays. We have become quite close and in fact tomorrow I am attending a wedding of their top mechanic. They are my boys!! Come on, my kids laugh when I say I'm headed there. ""Yeah right Dad"". 3. Stalling when driving 50 mph. I mean all out dead as dirt stall with no control. Pure adrenaline rush! 4. NO control of radio, navigation, climate, blue tooth phone interface.....Oh wait, it works. Nope, it doesn't work. Shoot, I am locked up and can't get to my destination, and my phone is disabled because the blue tooth has locked it up. Seriously. Let me turn my car off for 10 minutes... shoot, now 20 minutes... darn it didn't reset. Help!5. Fred Flintstone transmission..Wiiiiilllllmmmmaaaa! 6.Overly sensitive... more sensitive than mother in law back up camera. If an ant so much crosses your drive way, your brakes are slamming and your coffee is saluting your headliner! 7. Strange burning smell from engine compartment...like electrical fire...mind you I have 13,500 miles...hmmm, nice. 8. Detailing trim around window came off and get this, it snapped on with no fasteners... and guess what, it snapped off with no fasteners. Use some epoxy people!!!! 9. Phantom air conditioning..... boooooo! Will sometimes turn on for no reason...pretty spooky when traveling and then someone starts blowing on your toes.10. For $31,000 I could have bought 5 Toyota Camary's with 300,000 miles on them and been better off than this giant heap of cow manure has given me.. .at least there is a use for cow manure. 11. I wish I was an ambulance chaser legal professional. I would be licking my chops at the huge class action lawsuit potential, this has house in Naples kind of pay-offs. Moohahahaha!Please please whatever you do NEVER and I mean NEVER purchase a JEEP Cherokee. If you do, make sure that you take out a REALLY REALLY big life insurance policy and get seriously maimed or better yet killed and your family will be celebrating by marathon legal proceedings with the most incompetent car manufacturer in the world. Just don't take my word for it. Read on! Good riddance..... I got bamboozled into the design and attractiveness of the car. Looks aren't everything. But they are the only thing this piece of junk has to offer. Great gift for that unsuspecting mother-in-law. Either she will have a breakdown, the car will breakdown, or you will be inline for some nice inheritance when your gift decides to lock up on I-75 doing 75mph. As Clark W Griswold said, ""I need a Tylenol!"" You won't be saying, ""It's only a minor flesh wound"" with this heap of junk.",1.0
"Just wanted to warn Jeep owners or possible Jeep owners about my experience with a 2014 Jeep Trailhawk. After 4 months of ownership, my wife was involved in a head on collision where a man ran his truck into her. My pregnant daughter and 14 month old grandson were also in the vehicle. I am a firefighter and was the first on scene to set up command on the accident. Imagine my horror when I found my family involved. Let me just say that thankfully, all were transported to the ER and suffered minor injuries. No thanks to the airbags as none of them deployed.
      I contacted Jeep and the NHTSA to file a report. Jeep sent an investigator who gathered information that was sent to Jeep engineers. I got a reply from a Lisa ** that basically said your vehicle did not meet the deceleration limits. My wife was driving approximately 45 MPH at the time of the accident. From that to a complete stop did not set off the airbags. Now as a firefighter, I have seen several hundred wrecks in my career and have been to many where airbags deployed at far lesser speeds. As this concerned me, I attempted to contact Lisa. After several weeks of getting her voice message box full, I was finally able to leave her a message to please contact me as I had some questions about their findings. No reply.I contacted Jeep's complaint department several times and was finally emailed by the investigation group. Here is part of what they sent me. ""The air bag system in your Cherokee is designed to supplement the protection offered by safety belts in an impact of sufficient severity. Air bags are intended to deploy only in full frontal crashes, or certain types of side and rollover crashes. Deployment is not based upon vehicle speed; rather, deployment is based upon the rate of deceleration as measured by the forces of gravity (G force) upon the various acceleration-type impact sensors, or by a pressure wave within a front door as measured by the pressure-type impact sensor.""I am not wanting to sue or do anything of that nature as again, my family came through with minor injuries. I just wanted some reassurance that if you pay several thousand dollars for a vehicle, the safety features would work. I did not get that from letters that, in my opinion, are generic in nature. This was a full frontal crash with no airbag deployment. My wife and daughter both stated they were very much involved in a very violent, abrupt incident. Just wanted to warn owners and potential owners of what happened to us. (We did have the vehicle in a month prior to get the side airbag recall taken care of.)",1.0
"I decided to make this post in regards to my recent issues with Jeep. But first I would like to start by saying that I love Jeep. I have had quite a few, and I love the Wrangler and always have. Fast forward to my current situation. I purchased my Jeep Cherokee in March. 2 weeks after I bought it I was taking it to the shop for hard shifting, and bucking. The dealership told me they just needed to ""reset"" it so I went along with it. April it's back in the shop and it's worse this time. Take it back and again we ""reset"" it. May came and the car's engine light came on, it stalls out in traffic and I almost get hit trying to take my son to school.  
      I take it back, they say there is nothing wrong and they reset again. So this month my engine light came on driving to school. Took it to a mechanic and they read the code and it was the transmission. I had had enough. I took it to the dealership and called Jeep. Everyone at Jeep in customer care was wonderful. The dealership told me it was a lemon. They replaced parts and the engine light is still coming on. The GM of the dealership called and even told jeep it was a lemon. The mechanic, the service advisor everyone told them so I got escalated in my case with Jeep.  The case manager Ashley is the nastiness person I have spoken to at Jeep. She refused to replace my car, told me lies about things the dealership said, and she even told me she would fix my car several time but I was not getting a new one. I told her yesterday that my car is unsafe and I refused to drive and pay good money for a car that does not run correctly and is unsafe. She said ""well, that's not my problem. You aren't getting another car.""  So I proceed to ask her ""so you want me to drive my 4-year old son around in an unsafe vehicle because Jeep will not replace me with a new safe working car?"" She said ""yes that is what I am telling you."" I am sorry but if I do get in an accident with this Jeep I will be holding Jeep personally responsible as well as Ashley from case management. When I explained to her everything I was told by the dealership and the customer care and she went on to tell me that they were all misinformed and she was the only person whose decision mattered. She lied about what the GM is saying about my car and I know this because I have been speaking with them every day.  I will be continuing to post this issue on the internet and social media until my issues are resolved to my request for a new working product. I love Jeep but this Ashley person has made a very bad impression on me as to the jeep name. It is sad that the Jeep Cherokee has the number one complaint, and my jeep is having textbook issues to all the complaints. It is absolutely ridiculous that they will not replace my product with a different working safe vehicle.",1.0
"2015 Jeep Cherokee - 2 recalls, transmission shifts like garbage, flat spot with acceleration and my GPS does not work... Thank God I leased this garbage.",1.0
"20k miles into our 2014 Jeep Cherokee we have to replace the engine. The car was problematic from about 15k and the transmission would lag from brand new. This car is horrible, and the only thing that would fix this car is getting a refund of some sort, but that would never happen.",1.0
"My 2014 Jeep Cherokee was fine until July 1st 2015, with 48,000 miles on it, when it started dropping out of gear and going into neutral while driving down the road. I took it to Country Jeep in Oxford, PA where they had it in the shop for 5 days and did a ""flash"" that cost me $100. 1 week later it did the same thing again (actually 12 times in 3 hours while I was trying to get it back to the service dept). They replaced the transmission controller (after 1 week in shop). It started doing the same thing again within 24 hours after I picked it up. This is an extremely unsafe issue to have and I'm glad that I have not had an accident because of it. It's back in the shop for the 3rd time right now... how do I get this fixed once and for all???",1.0
"Bought a new 2015 Jeep Cherokee latitude in WA state from Dick Hannah Jeep. I read reviews religiously and found lots of great things about it. Fast forward a few months Jeep had a major recall on the transmission software and airbags software. On my first oil change they performed there transmission software update and airbag update. I noticed a difference right away with the transmission shifts and throttle difference. I called Jeep and asked how it was supposed to make the transmission last longer (which was the reason for the update) because it was shifting really weird. They said it has a ""learning period"" after the update to adjust to the drivers habits.
      On July 2, 2015 I was driving to work I had to stop at a light and as I was slowing to a stop it acted like it kicked down into first gear and started to accelerate. Scary, but I did stop! Then was trying to turn a left across traffic and I pushed gas, got nothing as cars are coming at me. Finally it peeled out and went barely getting T-boned! So I parked at work noticed high rpms! It was hot that day, was thinking it might be that so I turned car off then on same thing high rpms, but I had to go to work. Get off work, turn car on. Little high rpms for idle. Again decided to try and drive it home. It was 12:00am! All of a sudden I felt a jolt in steering wheel to the right and trans light came on and some other crazy lights and I was going 30 mph and the car acted as if it was stuck in a low gear. Really high rpms 4,000+ and I limped home! Looked online and noticed hundreds of complaints about this same exact thing! Took to dealer straight in morning on July 3rd. I had to fight a little for a loaner car. Then they called me at 3 saying it was fixed they had to reflash the update. I was a little worried about the wear and tear on the tranny and car and the safety also the peace of mind of not breaking down. I asked them about these issues and complaints. They said they never had any issues and reassured me it was just a bad flash! I drove away and noticed it shifted really bad. Decided to take it for an extended test drive as I had to leave out of town for the holiday. 4:30 20 miles later exactly it did the same thing! I called instantly, asked them to tow it and get me loaner car as it was unsafe to drive! I was told they can't. They're closing at 5. Bring it in on Monday! Pissed I drove it to Budget and rented my own car for the holiday I had to leave!Monday I brought it in. Fought for a loaner again! 11am they called me and said it's fixed again it was just a new software update again. I said I want to make sure it's not gonna happen again. They agreed to double check. So they asked if I could let them drive it home to their house for the night. I said ""No, I'm not sure about that and how many miles you going to put on it?"" Said they would call me back - never did! I called them the next morning and they said they just took it for an extended test drive and insisted everything was running great! I doubted them and was worried about my safety once again. I believe these cars are very unsafe and also unreliable now! I expressed that to them very clearly! So Jane I think assistant manager agreed and so did a few other one looked to be the manager, but he hide from me as he walked by once he agreed that they have issues and don't know a fix for it yet! As others have transmission replaced and same problems with just a few hundred miles on them straight off the lot! And all have the same story to tell.I drove away, but they said they would hold my loaner just in case because she whispered she knows i'll be back and have this loaner here for me as I had to fight for every time! One mile down the road, boom, does it again! I called them instantly. Said I need them to tow it! They said no if you can drive it here. I was pissed so I did! Dropped it off. Called Jeep case manager. Now they are trying to convince me it's just a small part! I told them it's unsafe and I'm not ok with a new transmission or a rebuilt one because right now it's in the shop ripped apart! They told me they had to order parts for it. I asked what parts. They wouldn't tell me and said they don't know what parts they need to replace as they have not ripped it apart to see the issue! Which I find very strange. I'm in line right now with their only transmission specialist is on vacation. I get a phone call today from Jeep with a new case manger. This is my 3rd one with Jeep/Chrysler. Saying now they are waiting on a tool and they will call me Monday to update me! So here I am, no Jeep, bad tranny and no answers! Which a lot of people are dealing with as well. I have been in contact with many Jeep Cherokee owners now. They all are contacting lawyers. I bought a new car so I didn't have to deal with my last issue and bad luck hits me again. BS, I liked this car till the update campaign. Sorry for such a long story! I'm worried about the safety and value of my Jeep now and I don't like having a rebuilt tranny before a second oil change!",1.0
"I immigrated from the RSA in Dec 2014 to Melbourne Australia. I purchased a Jeep Cherokee Longitude thinking this was my first choice of a family vehicle for safety aspects and to navigate me around the country as I am a foreigner. I paid cash for this vehicle and this vehicle had issues which needed to be rectified. The Sat Nav does not pronounce the street names correctly example going from one destination to another. It takes me across the ocean. Every time I take the vehicle to Jeep I keep getting the same story that Jeep is working on the software update. The paint work on the Jeep is not up to standard. Going on for 7 months of having the vehicle the paintwork that has been done, the paint work done is worse than before i.e. there is no orange peel left.
      In the 6 months that I have had the vehicle which I purchased from Bayside Jeep my vehicle has been there in the workshop for a period of 3 months. I'm still not satisfied with the work carried out. I have sent numerous emails and phoned telephonically for the Dealer Principal of the branch to please make contact with me urgently to no avail. Please could the Head Office of Jeep Australia contact me to address and resolve these problems. Let's hope we can resolve these issues amicably otherwise I will have no other choice but to take action against my statement above.",1.0
"We bought a Jeep Cherokee Sport and 8 days after we bought it, while I was driving, the lights and alarm started to go off. The Check Air Bag, Check Brakes, and Check Air Pressure warning kept flashing. The second day it did it again but this time the car stopped right in its track and wouldn't go. It kept telling me the vehicle needed to be stopped. I managed to turn it off and then turn it back on and park it before it did the same thing again. It would not turn on but the lights on the dash and screen and the radio would not go off. I called Covert and they said they were sending Enterprise Rental to pick me up and gave me the # to Roadside Assistance. 
      The guy I spoke to asked where I was but did not ask me the address. He later stated that he asked if I was nearby and stated that Enterprise had called me twice and couldn't reach me. He yelled at me and stated that he did ask and he assumed I was at the one near him but we live South and I was at a different location than what he assumed. He yelled at me and stated that he did ask. I was not pleased with him yelling at me. I waited 2 hours after the tow truck picked up my vehicle and finally called my husband to pick me up. Roadside assistance towed my vehicle to the Chrysler Dealership south and they called me the next day and asked what was wrong with the vehicle because other than the dash being disassembled (the tow truck driver had to do something to take it out of gear to tow it) they could not find anything wrong. He said the vehicle started and seemed alright. I advised him of the last 2 days events and he said he would check it out and give me a call Monday or Tuesday when it was ready. I also advised him of the rude service I had received from their counterparts and he stated that he was there to make sure I was well taken care of. We'll see about that. My vehicle had 160 miles on it, 9 days old when it was towed. Luckily I was not on the freeway or I could have been killed.",1.0
"I leased a 2015 Jeep Cherokee Limited with the Mopar 8.5-inch radio. After 4000 (4 months) the radio blew. I took it to get serviced at Riverdale in the Bronx. They told me the radio unit had a short and burned. Then they told me they had to re-order the part. They could not give me a loaner or a rental because it was not considered a safety issue, so they gave me the car back - this time with no radio and just a big hole where the radio used to be. 
      After a week (they called to tell me to radio would come in), I took off from work to come in again and this time they told me that the part was in back order and would not be available for the next 11 days. I told them that it was completely unacceptable and they had to put me in a car until they could get my issues resolved. They make me call the corporate office, and based on their conversation with the service manager, they also told me that it was drivable and not a safety issue. I explained to them that the climate, heated seats, Bluetooth, and backup camera were all part of the system that I could no longer control. How is it not a safety issue when the heated seats turn on and off without notice in the middle of June in NYC, and the climate control system doesn't work? properly.I was told I would be contacted by a senior service case manager to see what they could do together me in a car until my jeep is ready. My complaints areas follow: (1) They should not tell me that my car is drivable. The car is brand new and they should stand by their product and not tell me to drive it. I am paying for the extra options that they are not calling safety related. (2) Are they going to reduce my payment because I do not have access to my car and now have to pay cab service to get where I need to go? All in all the experience is a nightmare. My suggestion is stay away from Jeep.",1.0
"Feb 2015 my 2014 Jeep Cherokee lost power while traveling on Thruway. Electric stays on but speedometer reads 0. Messages come about not being able to shift gears while in motion and 4wd is not available. I was not shifting, and neither attempting to go into 4wd. Had to pull over, shut down, and start up again. It happened again June 2 on Thruway. Same messages. Again had to pull over, shut down, and start up. Both times could have ended up poorly when you think about it. Happened again 2 days ago. This time while pulling into my driveway. It's at dealership now. They will probably tell me same thing as last 2 times. No ""codes"" come up on diagnostic computer and it doesn't happen when they drive it.",1.0
"Bought jeep Cherokee sport, new car, in 2/2014. Transmission problems from 1st month I had vehicle. Dealer overlooked fact car needed transmission upgrade, by 2/2015 upgrade done... Transmission was worse. Dealer replaced faulty part inside transmission module. Vehicle still drives poorly and engine ticks.",1.0
"I just received yet ANOTHER recall on my 2012 Jeep Cherokee. I work hard and wanted a good dependable car since I travel from Long Island to the Adirondacks to care for my parents... I am so disappointed that I left Ford for Jeep. I am sick over the fact that this recall is putting my life on the line. DO NOT BUY A JEEP! I have tried to get in touch with Chrysler but there are no links to contact... 
      As usual they have all the corporate pictures with the owners and how great they are and how they are all about safety? Going back to Ford. Done with these people who say they care about our safety. Do they put their families in a Jeep Cherokee that can just turn off while driving? Please let me know what they or their sons or daughters are driving and I will buy that car! They do not have the balls to talk to you. So Mr. Big at Chrysler...please let me know what car you let your children drive.",1.0
"I have a 2014 Jeep Cherokee with about 20,000 km on it. In the past few weeks the liftgate has been opening intermittently on its own. I thought at first it was the key fob but it opens even when the key is in my hands, i.e. not in my pocket or accidentally pressed. I took it to a dealership. They could not find anything and sent me away. Now whenever I put the car in park the liftgate opens. The key is in the cup holder so it is not being pressed at all. Does anyone else have this problem? Have you found a solution?",3.0
Yesterday I noticed a large quantity of motor oil on the driveway and on garage floor. I found the bottom of car saturated with motor oil by oil pan. I took new 2014 Jeep Cherokee to dealership and they verified that a part was probably cracked on the oil filter assembly. Currently I was told that jeep has had this issue and there is a two week backlog to get the replacement. I can drive it and take a chance on it catching fire or park it for at least two weeks. I did not buy a car to just let it sit because there are no replacement parts. Guess what Jeep can do with their warranty. I was refused a loaner car for the two weeks and told to rent a car. Jeep will never see me again nor Greenway dealership. This situation of cars with Greenway reminds me of another encounter with this dealership.,1.0
"I purchase a new Jeep Cherokee on the 31/1/2015 - four weeks later the transmission broke down. They told me they would replace the transmission if there was one in the Australia - there was not, so they told me they would repair the one in the car. They did that then rang me on 16/4/2015 and said, ""Had taken for test run and still breaking down"". Now they're going to find a new replacement transmission - who knows how long that would take seeing there was not one in Australia to start with. I spoke to the dealership and ask for a changeover or refund because I bought a faulty product and the time frame for repairs, they (declined) 19/4/15 still no car.",1.0
"Purchsed 2015 Jeep Cherokee Sport a few months ago, took it in for recall. Got it back drove a few days and malfunction light came on and had some jerking whenever in drive. I took it back to shop last week and was advised vehicle still not ready.",2.0
"In June 2010 I bought a Jeep Cherokee Limited (also known as a Liberty in some countries). This vehicle had the following MAJOR issues that required tow truck assistance: Major fuel line leak; Turbo inlet failure; major coolant leak (inside the vehicle); Total engine failure; Transmission failure. This vehicle also had the following MINOR issues (this shouldn't happen on a new vehicle): Failure of seatbelt tensioner; Rattling in drivers door; Faulty rain sensor; Radio clock resets; Loss of all climate controls; Bash plate falling off; Loose external mirrors.
      I contacted the Dealer and Fiat Chrysler head office requesting a full refund or vehicle replacement. I then escalated to The Office of Fair Trading who also contacted the Dealer and head-office, but they simply refused (there is no law to protect the consumer in Australia). I met with head office who offered me... wait for it... a free battery! I took them to the Queensland Civil and Administrative tribunal, but they even refused a refund or replacement there, as they knew that this tribunal could only make rulings of up to $25k and this Jeep cost me $49k.I was left with no option but to sell my Jeep to another sucker, but I refused to pass on my problem, so I mounted a campaign to publicly destroy my Jeep. In 2014, we tore it apart in-front of around 250 people and camera crews and even had a member of parliament at the event, supporting our campaign. We are campaigning for the introduction of Lemon Laws to Australia and currently have 2 petitions with the government for review. Checkout ** and tell your friends about this page so they can be warned.",1.0
"I recently purchased a 2014 Jeep Cherokee with a 3.2 l engine, a nine speed transmission and a trailer towing package. Shortly after I purchased the vehicle, I could feel a slight vibration in the steering wheel and could hear a low droning sound when the RPM was at 1250 with a slight positive throttle pressure. The sound and vibration occurred at the same RPM in all gears that hit that same range. Now 6 months later, I have approximately 8000 km on the vehicle and the vibration and sound have increased to the point I can feel and hear it every time the engine hits 1250 RPM. This unfortunately occurs at approximately 30 kph, at 45 kph and 60 kph which is all the speeds that we travel while driving in the city. The sound and vibration do not occur while driving at highway speed as those gears do not coincide with 1250 RPM.
      When I first felt the vibration and heard the droning sound, I took the vehicle to the shop and the test driver said nothing was wrong with the vehicle. I expected that would happen so I left feeling comfortable that at least I lodged the concern. I felt that the situation would most likely get worse and I would bring the vehicle in when it did so. The other day I did take the car to the shop and tried to take the service man for a drive. They advised that a current recall would fix the problem so they actually applied 2 recalls and neither solved the vibration and sound issue. I returned to the shop to hear the the shop foreman had tested 3 other Jeeps and all exhibited the same droning sound and vibration and that it was common to all jeeps. I stated that it was not normal, however the shop foreman stated that maybe not normal but that a recall had not been received to repair this problem.Out of frustration I went to a second dealership and asked the shop foreman if they had heard about this issue. They advised that they had not but volunteered to take a drive with me. The serviceman acknowledged that there was a droning sound and a vibration that he could feel with a hand on the console. He asked me to take a drive in a new vehicle closely matching mine and sure enough, a vibration and sound could be felt and heard at the same RPM. Is anyone else having this problem?",2.0
